count,owner_occupancy_name,county_name,state_name
"612","Owner-occupied as a principal dwelling","Union County","Arkansas"
"3","Not applicable","Van Buren County","Arkansas"
"80","Not owner-occupied as a principal dwelling","Van Buren County","Arkansas"
"205","Owner-occupied as a principal dwelling","Van Buren County","Arkansas"
"24","Not applicable","Washington County","Arkansas"
"748","Not owner-occupied as a principal dwelling","Washington County","Arkansas"
"3588","Owner-occupied as a principal dwelling","Washington County","Arkansas"
"9","Not applicable","White County","Arkansas"
"241","Not owner-occupied as a principal dwelling","White County","Arkansas"
"1110","Owner-occupied as a principal dwelling","White County","Arkansas"
"10","Not owner-occupied as a principal dwelling","Woodruff County","Arkansas"
"36","Owner-occupied as a principal dwelling","Woodruff County","Arkansas"
"1","Not applicable","Yell County","Arkansas"
"37","Not owner-occupied as a principal dwelling","Yell County","Arkansas"
"195","Owner-occupied as a principal dwelling","Yell County","Arkansas"
"25","Not applicable","","California"
"14","Not owner-occupied as a principal dwelling","","California"
"82","Owner-occupied as a principal dwelling","","California"
"523","Not applicable","Alameda County","California"
"4043","Not owner-occupied as a principal dwelling","Alameda County","California"
"31784","Owner-occupied as a principal dwelling","Alameda County","California"
"21","Not owner-occupied as a principal dwelling","Alpine County","California"
"15","Owner-occupied as a principal dwelling","Alpine County","California"
"1","Not applicable","Amador County","California"
"146","Not owner-occupied as a principal dwelling","Amador County","California"
"670","Owner-occupied as a principal dwelling","Amador County","California"
"23","Not applicable","Butte County","California"
"595","Not owner-occupied as a principal dwelling","Butte County","California"
"3219","Owner-occupied as a principal dwelling","Butte County","California"
"1","Not applicable","Calaveras County","California"
"378","Not owner-occupied as a principal dwelling","Calaveras County","California"
"971","Owner-occupied as a principal dwelling","Calaveras County","California"
"1","Not applicable","Colusa County","California"
"32","Not owner-occupied as a principal dwelling","Colusa County","California"
"279","Owner-occupied as a principal dwelling","Colusa County","California"
"134","Not applicable","Contra Costa County","California"
"3149","Not owner-occupied as a principal dwelling","Contra Costa County","California"
"27463","Owner-occupied as a principal dwelling","Contra Costa County","California"
"1","Not applicable","Del Norte County","California"
"40","Not owner-occupied as a principal dwelling","Del Norte County","California"
"203","Owner-occupied as a principal dwelling","Del Norte County","California"
"9","Not applicable","El Dorado County","California"
"1106","Not owner-occupied as a principal dwelling","El Dorado County","California"
"4857","Owner-occupied as a principal dwelling","El Dorado County","California"
"75","Not applicable","Fresno County","California"
"1848","Not owner-occupied as a principal dwelling","Fresno County","California"
"11810","Owner-occupied as a principal dwelling","Fresno County","California"
"56","Not owner-occupied as a principal dwelling","Glenn County","California"
"298","Owner-occupied as a principal dwelling","Glenn County","California"
"7","Not applicable","Humboldt County","California"
"332","Not owner-occupied as a principal dwelling","Humboldt County","California"
"1190","Owner-occupied as a principal dwelling","Humboldt County","California"
"20","Not applicable","Imperial County","California"
"246","Not owner-occupied as a principal dwelling","Imperial County","California"
"1853","Owner-occupied as a principal dwelling","Imperial County","California"
"40","Not owner-occupied as a principal dwelling","Inyo County","California"
"189","Owner-occupied as a principal dwelling","Inyo County","California"
"41","Not applicable","Kern County","California"
"1744","Not owner-occupied as a principal dwelling","Kern County","California"
"12973","Owner-occupied as a principal dwelling","Kern County","California"
"9","Not applicable","Kings County","California"
"191","Not owner-occupied as a principal dwelling","Kings County","California"
"1676","Owner-occupied as a principal dwelling","Kings County","California"
"225","Not owner-occupied as a principal dwelling","Lake County","California"
"834","Owner-occupied as a principal dwelling","Lake County","California"
"43","Not owner-occupied as a principal dwelling","Lassen County","California"
"289","Owner-occupied as a principal dwelling","Lassen County","California"
"4546","Not applicable","Los Angeles County","California"
"19441","Not owner-occupied as a principal dwelling","Los Angeles County","California"
"125964","Owner-occupied as a principal dwelling","Los Angeles County","California"
"4","Not applicable","Madera County","California"
"323","Not owner-occupied as a principal dwelling","Madera County","California"
"1875","Owner-occupied as a principal dwelling","Madera County","California"
"65","Not applicable","Marin County","California"
"731","Not owner-occupied as a principal dwelling","Marin County","California"
"5951","Owner-occupied as a principal dwelling","Marin County","California"
"55","Not owner-occupied as a principal dwelling","Mariposa County","California"
"271","Owner-occupied as a principal dwelling","Mariposa County","California"
"4","Not applicable","Mendocino County","California"
"191","Not owner-occupied as a principal dwelling","Mendocino County","California"
"663","Owner-occupied as a principal dwelling","Mendocino County","California"
"6","Not applicable","Merced County","California"
"654","Not owner-occupied as a principal dwelling","Merced County","California"
"3329","Owner-occupied as a principal dwelling","Merced County","California"
"13","Not owner-occupied as a principal dwelling","Modoc County","California"
"72","Owner-occupied as a principal dwelling","Modoc County","California"
"300","Not owner-occupied as a principal dwelling","Mono County","California"
"163","Owner-occupied as a principal dwelling","Mono County","California"
"37","Not applicable","Monterey County","California"
"1046","Not owner-occupied as a principal dwelling","Monterey County","California"
"4826","Owner-occupied as a principal dwelling","Monterey County","California"
"11","Not applicable","Napa County","California"
"514","Not owner-occupied as a principal dwelling","Napa County","California"
"2490","Owner-occupied as a principal dwelling","Napa County","California"
"4","Not applicable","Nevada County","California"
"772","Not owner-occupied as a principal dwelling","Nevada County","California"
"1883","Owner-occupied as a principal dwelling","Nevada County","California"
"435","Not applicable","Orange County","California"
"7845","Not owner-occupied as a principal dwelling","Orange County","California"
"54033","Owner-occupied as a principal dwelling","Orange County","California"
"24","Not applicable","Placer County","California"
"1557","Not owner-occupied as a principal dwelling","Placer County","California"
"10949","Owner-occupied as a principal dwelling","Placer County","California"
"206","Not owner-occupied as a principal dwelling","Plumas County","California"
"243","Owner-occupied as a principal dwelling","Plumas County","California"
"142","Not applicable","Riverside County","California"
"7724","Not owner-occupied as a principal dwelling","Riverside County","California"
"47377","Owner-occupied as a principal dwelling","Riverside County","California"
"201","Not applicable","Sacramento County","California"
"4370","Not owner-occupied as a principal dwelling","Sacramento County","California"
"30230","Owner-occupied as a principal dwelling","Sacramento County","California"
"1","Not applicable","San Benito County","California"
"121","Not owner-occupied as a principal dwelling","San Benito County","California"
"1203","Owner-occupied as a principal dwelling","San Benito County","California"
"210","Not applicable","San Bernardino County","California"
"5980","Not owner-occupied as a principal dwelling","San Bernardino County","California"
"35509","Owner-occupied as a principal dwelling","San Bernardino County","California"
"682","Not applicable","San Diego County","California"
"8713","Not owner-occupied as a principal dwelling","San Diego County","California"
"60808","Owner-occupied as a principal dwelling","San Diego County","California"
"486","Not applicable","San Francisco County","California"
"2348","Not owner-occupied as a principal dwelling","San Francisco County","California"
"10596","Owner-occupied as a principal dwelling","San Francisco County","California"
"43","Not applicable","San Joaquin County","California"
"2082","Not owner-occupied as a principal dwelling","San Joaquin County","California"
"12504","Owner-occupied as a principal dwelling","San Joaquin County","California"
"31","Not applicable","San Luis Obispo County","California"
"1323","Not owner-occupied as a principal dwelling","San Luis Obispo County","California"
"5002","Owner-occupied as a principal dwelling","San Luis Obispo County","California"
"195","Not applicable","San Mateo County","California"
"1626","Not owner-occupied as a principal dwelling","San Mateo County","California"
"14127","Owner-occupied as a principal dwelling","San Mateo County","California"
"72","Not applicable","Santa Barbara County","California"
"1234","Not owner-occupied as a principal dwelling","Santa Barbara County","California"
"5893","Owner-occupied as a principal dwelling","Santa Barbara County","California"
"311","Not applicable","Santa Clara County","California"
"4006","Not owner-occupied as a principal dwelling","Santa Clara County","California"
"35767","Owner-occupied as a principal dwelling","Santa Clara County","California"
"31","Not applicable","Santa Cruz County","California"
"857","Not owner-occupied as a principal dwelling","Santa Cruz County","California"
"4202","Owner-occupied as a principal dwelling","Santa Cruz County","California"
"13","Not applicable","Shasta County","California"
"473","Not owner-occupied as a principal dwelling","Shasta County","California"
"2828","Owner-occupied as a principal dwelling","Shasta County","California"
"11","Not owner-occupied as a principal dwelling","Sierra County","California"
"37","Owner-occupied as a principal dwelling","Sierra County","California"
"125","Not owner-occupied as a principal dwelling","Siskiyou County","California"
"454","Owner-occupied as a principal dwelling","Siskiyou County","California"
"28","Not applicable","Solano County","California"
"1245","Not owner-occupied as a principal dwelling","Solano County","California"
"9565","Owner-occupied as a principal dwelling","Solano County","California"
"72","Not applicable","Sonoma County","California"
"1973","Not owner-occupied as a principal dwelling","Sonoma County","California"
"9581","Owner-occupied as a principal dwelling","Sonoma County","California"
"28","Not applicable","Stanislaus County","California"
"1417","Not owner-occupied as a principal dwelling","Stanislaus County","California"
"8896","Owner-occupied as a principal dwelling","Stanislaus County","California"
"8","Not applicable","Sutter County","California"
"217","Not owner-occupied as a principal dwelling","Sutter County","California"
"1550","Owner-occupied as a principal dwelling","Sutter County","California"
"2","Not applicable","Tehama County","California"
"132","Not owner-occupied as a principal dwelling","Tehama County","California"
"815","Owner-occupied as a principal dwelling","Tehama County","California"
"1","Not applicable","Trinity County","California"
"49","Not owner-occupied as a principal dwelling","Trinity County","California"
"112","Owner-occupied as a principal dwelling","Trinity County","California"
"29","Not applicable","Tulare County","California"
"825","Not owner-occupied as a principal dwelling","Tulare County","California"
"5266","Owner-occupied as a principal dwelling","Tulare County","California"
"4","Not applicable","Tuolumne County","California"
"364","Not owner-occupied as a principal dwelling","Tuolumne County","California"
"865","Owner-occupied as a principal dwelling","Tuolumne County","California"
"65","Not applicable","Ventura County","California"
"2051","Not owner-occupied as a principal dwelling","Ventura County","California"
